not contain key {instance="localhost:9090",job="prometheus"}
merge (1634172070, 1634322070)
merge (1634322070, 1634472070)
merge (1634472070, 1634622070)
merge (1634622070, 1634672970)
{instance="localhost:9090",job="prometheus"}
1634201785	625597.9544515556
1634201800	515616.9372728889
1634201815	478798.5330418701
1634201830	463752.1347573333
1634201845	453571.9121168372
1634201860	447009.6575191111
1634201875	442609.9718092553
1634201890	442349.22683799994
1634201905	440470.5876487425
1634201920	439073.85340924445
1634201935	438036.4123659886
1634201950	439960.4000217777
1634201965	440089.4860544373
1634201980	439891.9587785397
1634201995	439767.1011869629
1634202010	442616.4741016666
1634202025	443148.7215378853
1634202040	443567.02167162206
1634202055	459336.96609461785
1634202070	47984.11222495518
1634202085	50596.977533254496
1634202100	49921.42483710584
1634202115	46846.11524952719
1634202130	46648.425794997216
1634202145	46740.9078628346
1634202160	46623.47149659124
1634202175	44153.502292990495
1634202190	43427.36842105263
1634202205	43527.703605977564
1634202220	43436.26666666667
1634202235	41109.168804101064
1634202250	40041.375293420024
1634202265	40682.8350877193
1634202280	40826.666666666664
1634202295	38293.01857199499
1634202310	38333.984793035816
1634202325	38577.45964912281
1634202340	32570.10326279557
1634202355	29266.8350877193
1634202370	23309.335756716646
1634202385	23709.837578377465
1634202400	23745.0956312434
1634202415	23456.363004782474
1634202430	23162.080133052168
1634202445	23448.16648479468
1634202460	23098.97860007509
1634202475	23382.87935831804
1634202490	23060.10154350336
1634202505	23441.208978214112
1634202520	23392.19862386448
1634202535	23951.887550482632
1634202550	23566.792982456136
1634202565	23909.866350408247
1634202580	23569.71379047793
1634202595	23117.91971199899
1634202610	25579.783930582704
1634202625	25913.55057386166
1634202640	26527.8788495479
1634202655	26442.675237456973
1634202670	26357.91453363322
1634202685	26822.157270727264
1634202700	26823.962021185893
1634202715	27190.96140350877
1634202730	27012.564868193447
1634202745	27332.44678051502
1634202760	30612.771929824557
1634202775	33514.05443527872
1634202790	33255.27017543859
1634202805	33162.726886761004
1634202820	35904.04244195634
1634202835	35472.91043126467
1634202850	34986.29127617097
1634202865	38243.44646823322
1634202880	38617.96976150961
1634202895	35844.81349057365
1634202910	35826.372539043725
1634202925	35656.77072551132
1634202940	35747.69211336101
1634202955	35404.44703314748
1634202970	34971.52641569679
1634202985	38362.41403508772
1634203000	37989.83859649122
1634203015	40659.17192982456
1634203030	43314.29012529781
1634203045	40548.94227699044
1634203060	37904.59682597605
1634203075	37785.36766795673
1634203090	37513.468373795185
1634203105	37887.824167804094
1634203120	38389.59161546802
1634203135	38460.94035087719
1634203150	35176.32569710282
1634203165	35211.39649122807
1634203180	35070.024315704155
1634203195	35077.89473684211
1634203210	34710.44663001183
1634203225	35149.28824311664
1634203240	35128.74691667748
1634203255	35457.5279211506
1634203270	32207.045614035087
1634203285	32517.50357018796
1634203300	29720.729824561404
1634203315	26668.977785886967
1634203330	26744.523703425602
1634203345	26827.153779486947
1634203360	26798.305970856243
1634203375	26878.23157894737
1634203390	23624.81403508772
1634203405	23491.75962020919
1634203420	23452.435087719296
1634203435	23496.58947368421
1634203450	23059.312280701753
1634203465	23780.8
1634203480	23608.3649122807
1634203495	23805.445614035085
1634203510	24213.02456140351
1634203525	24494.345594195067
1634203540	24321.96378258322
1634203555	24198.905961073546
1634203570	23849.17947656324
1634203585	24225.57272130779
1634203600	24285.192982456138
1634203615	23888.39298245614
1634203630	26391.626696046682
1634203645	29914.891228070173
1634203660	29726.56842105263
1634203675	30016.39298245614
1634203690	29864.344335633912
1634203705	31226.273684210522
1634203720	31067.031578947368
1634203735	34340.18245614035
1634203750	33681.68421052631
1634203765	34236.02188077853
1634203780	36894.821052631574
1634203795	36480.29305160333
1634203810	36274.370967119416
1634203825	36485.23679030452
1634203840	36505.07892954762
1634203855	36506.457917396205
1634203870	36151.143329321654
1634203885	36484.21052631579
1634203900	39179.36554163348
1634203915	39576.335355562645
1634203930	36159.38245614035
1634203945	36662.00701754386
1634203960	36432.01251925432
1634203975	36267.579886245214
1634203990	34888.56140350877
1634204005	35408.404941771725
1634204020	32204.771929824557
1634204035	32080.645897003145
1634204050	31316.381346030365
1634204065	28971.582356429317
1634204080	28877.350446843673
1634204095	29427.05062123025
1634204110	31885.165315209422
1634204125	35437.794518577255
1634204140	38428.72130273227
1634204155	38393.229449927894
1634204170	39023.40740740741
1634204185	34041.492128627455
1634204200	29758.2838
1634204215	28722.92901727662
1634204230	27399.350088991356
1634204245	26408.764168284364
1634204260	25514.638240000004
1634204275	24603.08671703612
1634204290	23318.656469333335
1634204305	22426.068473747273
1634204320	21700.490240000003
1634204335	20991.551577534297
1634204350	19600.3232
1634204365	18708.097877333334
1634204380	17584.88544
1634204395	13638.957198258728
1634204410	8294.412373333333
1634204425	2462.4529644198496
1634208610	3968.338176
1634208625	4492.515061720164
1634208640	5305.833244444445
1634208655	6274.362015999999
1634208670	7985.163042133334
1634208685	9656.005469371328
1634208700	10750.362624000001
1634208715	11665.388845023514
1634208730	13205.16173748148
1634208745	14008.16061252925
1634208760	15137.317608727273
1634208775	16154.414555863583
1634208790	17652.617767384614
1634208805	18745.235113120776
1634208820	19709.148933688888
1634208835	20890.56225476491
1634208850	22215.12596078432
1634208865	23603.47248118519
1634208880	28161.880701754384
1634208895	30135.108297865616
1634208910	33346.638596491226
1634208925	33509.670175438594
1634208940	33520
1634208955	33014.933333333334
1634208970	32574.626577637122
1634208985	32446.20194315107
1634209000	116021.27719298247
1634209015	119103.44174230966
1634209030	122796.86595391564
1634209045	122614.09122807016
1634209060	126301.38351362638
1634209075	126076.71578947367
1634209090	125937.76118512698
1634209105	129115.0596491228
1634209120	129019.87726272727
